CN1015464B  |||  S: 1 E: 11  |||  NN
在  |||  S: 11021 E: 11022  |||  P
制品  |||  S: 11022 E: 11024  |||  NN
上  |||  S: 11024 E: 11025  |||  LC
。  |||  S: 11025 E: 11026  |||  PU
与  |||  S: 11026 E: 11027  |||  P
真空袋  |||  S: 11027 E: 11030  |||  NN
不  |||  S: 11030 E: 11031  |||  AD
一样  |||  S: 11031 E: 11033  |||  VA
，  |||  S: 11033 E: 11034  |||  PU
该  |||  S: 11034 E: 11035  |||  DT
层  |||  S: 11035 E: 11036  |||  NN
不  |||  S: 11036 E: 11037  |||  AD
一定  |||  S: 11037 E: 11039  |||  JJ
非要  |||  S: 11039 E: 11041  |||  JJ
气密性  |||  S: 11041 E: 11044  |||  JJ
的  |||  S: 11044 E: 11045  |||  DEG
。  |||  S: 11045 E: 11046  |||  PU
隔离  |||  S: 11046 E: 11048  |||  VV
层  |||  S: 11048 E: 11049  |||  NN
材料  |||  S: 11049 E: 11051  |||  NN
的  |||  S: 11051 E: 11052  |||  DEG
一  |||  S: 11052 E: 11053  |||  CD
个  |||  S: 11053 E: 11054  |||  M
例子  |||  S: 11054 E: 11056  |||  NN
是  |||  S: 11056 E: 11057  |||  VC
通常  |||  S: 11057 E: 11059  |||  AD
的  |||  S: 11059 E: 11060  |||  DEC
铝  |||  S: 11060 E: 11061  |||  NN
箔  |||  S: 11061 E: 11062  |||  NN
。  |||  S: 11062 E: 11063  |||  PU
隔离  |||  S: 11063 E: 11065  |||  NN
层  |||  S: 11065 E: 11066  |||  NN
覆盖  |||  S: 11066 E: 11068  |||  NN
住  |||  S: 11068 E: 11069  |||  VV
一  |||  S: 11069 E: 11070  |||  CD
层  |||  S: 11070 E: 11071  |||  M
玻璃  |||  S: 11071 E: 11073  |||  NN
纤维  |||  S: 11073 E: 11075  |||  NN
织物  |||  S: 11075 E: 11077  |||  NN
呼吸层  |||  S: 11077 E: 11080  |||  NN
，  |||  S: 11080 E: 11081  |||  PU
该  |||  S: 11081 E: 11082  |||  DT
层  |||  S: 11082 E: 11083  |||  NN
通过  |||  S: 11083 E: 11085  |||  P
排气口  |||  S: 11085 E: 11088  |||  NN
31  |||  S: 11088 E: 11090  |||  CD
与  |||  S: 11090 E: 11091  |||  CC
真空线  |||  S: 11091 E: 11094  |||  NN
40  |||  S: 11094 E: 11096  |||  CD
相  |||  S: 11096 E: 11097  |||  AD
连接  |||  S: 11097 E: 11099  |||  VV
。  |||  S: 11099 E: 11100  |||  PU
这  |||  S: 11100 E: 11101  |||  PN
可  |||  S: 11101 E: 11102  |||  VV
用来  |||  S: 11102 E: 11104  |||  VV
脱除  |||  S: 11104 E: 11106  |||  VV
制品  |||  S: 11106 E: 11108  |||  NN
中  |||  S: 11108 E: 11109  |||  LC
的  |||  S: 11109 E: 11110  |||  DEG
挥发物  |||  S: 11110 E: 11113  |||  NN
。  |||  S: 11113 E: 11114  |||  PU
通常  |||  S: 11114 E: 11116  |||  AD
，  |||  S: 11116 E: 11117  |||  PU
制品  |||  S: 11117 E: 11119  |||  NN
前体  |||  S: 11119 E: 11121  |||  NN
1  |||  S: 11121 E: 11122  |||  CD
的  |||  S: 11122 E: 11123  |||  DEG
表面  |||  S: 11123 E: 11125  |||  NN
区域  |||  S: 11125 E: 11127  |||  NN
不  |||  S: 11127 E: 11128  |||  AD
与  |||  S: 11128 E: 11129  |||  P
介质  |||  S: 11129 E: 11131  |||  NN
接触  |||  S: 11131 E: 11133  |||  VV
的  |||  S: 11133 E: 11134  |||  DEC
部分  |||  S: 11134 E: 11136  |||  NN
被  |||  S: 11136 E: 11137  |||  SB
置放  |||  S: 11137 E: 11139  |||  VV
靠近  |||  S: 11139 E: 11141  |||  NT
（  |||  S: 11141 E: 11142  |||  PU
例如  |||  S: 11142 E: 11144  |||  AD
与  |||  S: 11144 E: 11145  |||  P
之  |||  S: 11145 E: 11146  |||  PN
接触  |||  S: 11146 E: 11148  |||  NN
）  |||  S: 11148 E: 11149  |||  PU
模具  |||  S: 11149 E: 11151  |||  NN
7  |||  S: 11151 E: 11152  |||  CD
，  |||  S: 11152 E: 11153  |||  PU
以  |||  S: 11153 E: 11154  |||  MSP
使  |||  S: 11154 E: 11155  |||  VV
制品  |||  S: 11155 E: 11157  |||  NN
1  |||  S: 11157 E: 11158  |||  CD
达到  |||  S: 11158 E: 11160  |||  VV
（  |||  S: 11160 E: 11161  |||  PU
或  |||  S: 11161 E: 11162  |||  CC
保持  |||  S: 11162 E: 11164  |||  VV
）  |||  S: 11164 E: 11165  |||  PU
一  |||  S: 11165 E: 11166  |||  CD
个  |||  S: 11166 E: 11167  |||  M
特定  |||  S: 11167 E: 11169  |||  JJ
的  |||  S: 11169 E: 11170  |||  DEG
形状  |||  S: 11170 E: 11172  |||  NN
。  |||  S: 11172 E: 11173  |||  PU
一  |||  S: 11173 E: 11174  |||  CD
个  |||  S: 11174 E: 11175  |||  M
加压  |||  S: 11175 E: 11177  |||  NN
设备  |||  S: 11177 E: 11179  |||  NN
（  |||  S: 11179 E: 11180  |||  PU
例如  |||  S: 11180 E: 11182  |||  AD
机械  |||  S: 11182 E: 11184  |||  NN
活塞  |||  S: 11184 E: 11186  |||  NN
）  |||  S: 11186 E: 11187  |||  PU
9  |||  S: 11187 E: 11188  |||  CD
可以  |||  S: 11188 E: 11190  |||  VV
向制  |||  S: 11190 E: 11192  |||  VV
品前体  |||  S: 11192 E: 11195  |||  NN
施加  |||  S: 11195 E: 11197  |||  VV
需要  |||  S: 11197 E: 11199  |||  VV
的  |||  S: 11199 E: 11200  |||  DEC
均匀  |||  S: 11200 E: 11202  |||  AD
分布  |||  S: 11202 E: 11204  |||  VV
的  |||  S: 11204 E: 11205  |||  DEC
介质  |||  S: 11205 E: 11207  |||  NN
压力  |||  S: 11207 E: 11209  |||  NN
。  |||  S: 11209 E: 11210  |||  PU
但是  |||  S: 11210 E: 11212  |||  CC
这  |||  S: 11212 E: 11213  |||  DT
种  |||  S: 11213 E: 11214  |||  M
压力  |||  S: 11214 E: 11216  |||  NN
最好  |||  S: 11216 E: 11218  |||  AD
是  |||  S: 11218 E: 11219  |||  VC
通过  |||  S: 11219 E: 11221  |||  P
聚合物  |||  S: 11221 E: 11224  |||  NN
介质  |||  S: 11224 E: 11226  |||  NN
6  |||  S: 11226 E: 11227  |||  CD
热  |||  S: 11227 E: 11228  |||  NN
膨胀  |||  S: 11228 E: 11230  |||  NN
来  |||  S: 11230 E: 11231  |||  MSP
达到  |||  S: 11231 E: 11233  |||  VV
。  |||  S: 11233 E: 11234  |||  PU
通常  |||  S: 11234 E: 11236  |||  JJ
的  |||  S: 11236 E: 11237  |||  DEG
压力  |||  S: 11237 E: 11239  |||  NN
传感器  |||  S: 11239 E: 11242  |||  NN
12  |||  S: 11242 E: 11244  |||  CD
可以  |||  S: 11244 E: 11246  |||  VV
安插  |||  S: 11246 E: 11248  |||  VV
在  |||  S: 11248 E: 11249  |||  P
压力  |||  S: 11249 E: 11251  |||  NN
容器  |||  S: 11251 E: 11253  |||  NN
3  |||  S: 11253 E: 11254  |||  CD
中  |||  S: 11254 E: 11255  |||  LC
的  |||  S: 11255 E: 11256  |||  DEG
不同  |||  S: 11256 E: 11258  |||  JJ
部位  |||  S: 11258 E: 11260  |||  NN
。  |||  S: 11260 E: 11261  |||  PU
来  |||  S: 11261 E: 11262  |||  MSP
探测  |||  S: 11262 E: 11264  |||  VV
是否  |||  S: 11264 E: 11266  |||  AD
达到  |||  S: 11266 E: 11268  |||  VV
需要  |||  S: 11268 E: 11270  |||  VV
的  |||  S: 11270 E: 11271  |||  DEC
压力  |||  S: 11271 E: 11273  |||  NN
。  |||  S: 11273 E: 11274  |||  PU
虽然  |||  S: 11274 E: 11276  |||  CS
本  |||  S: 11276 E: 11277  |||  DT
发明  |||  S: 11277 E: 11279  |||  NN
可以  |||  S: 11279 E: 11281  |||  VV
使用  |||  S: 11281 E: 11283  |||  VV
任何  |||  S: 11283 E: 11285  |||  DT
的  |||  S: 11285 E: 11286  |||  DEG
压力  |||  S: 11286 E: 11288  |||  NN
，  |||  S: 11288 E: 11289  |||  PU
但  |||  S: 11289 E: 11290  |||  CC
对于  |||  S: 11290 E: 11292  |||  P
模  |||  S: 11292 E: 11293  |||  NN
塑  |||  S: 11293 E: 11294  |||  NN
复合  |||  S: 11294 E: 11296  |||  JJ
材料  |||  S: 11296 E: 11298  |||  NN
来说  |||  S: 11298 E: 11300  |||  LC
通常  |||  S: 11300 E: 11302  |||  AD
所  |||  S: 11302 E: 11303  |||  MSP
需  |||  S: 11303 E: 11304  |||  VV
压力  |||  S: 11304 E: 11306  |||  NN
高  |||  S: 11306 E: 11307  |||  VA
达  |||  S: 11307 E: 11308  |||  VV
20  |||  S: 11308 E: 11310  |||  CD
.  |||  S: 11310 E: 11311  |||  PU
67  |||  S: 11311 E: 11313  |||  CD
MPa  |||  S: 11313 E: 11316  |||  M
（  |||  S: 11316 E: 11317  |||  PU
3000  |||  S: 11317 E: 11321  |||  CD
psi  |||  S: 11321 E: 11324  |||  NN
）  |||  S: 11324 E: 11325  |||  PU
。  |||  S: 11325 E: 11326  |||  PU
加热  |||  S: 11326 E: 11328  |||  NN
装置  |||  S: 11328 E: 11330  |||  NN
15  |||  S: 11330 E: 11332  |||  CD
是  |||  S: 11332 E: 11333  |||  VC
用来  |||  S: 11333 E: 11335  |||  VV
定型  |||  S: 11335 E: 11337  |||  JJ
待模塑  |||  S: 11337 E: 11340  |||  NN
制品  |||  S: 11340 E: 11342  |||  NN
1  |||  S: 11342 E: 11343  |||  CD
（  |||  S: 11343 E: 11344  |||  PU
例如  |||  S: 11344 E: 11346  |||  AD
固化  |||  S: 11346 E: 11348  |||  VV
、  |||  S: 11348 E: 11349  |||  PU
结晶  |||  S: 11349 E: 11351  |||  NN
、  |||  S: 11351 E: 11352  |||  PU
退火  |||  S: 11352 E: 11354  |||  NN
等  |||  S: 11354 E: 11355  |||  ETC
）  |||  S: 11355 E: 11356  |||  PU
。  |||  S: 11356 E: 11357  |||  PU
也  |||  S: 11357 E: 11358  |||  CC
可以  |||  S: 11358 E: 11360  |||  VV
利用  |||  S: 11360 E: 11362  |||  VV
一  |||  S: 11362 E: 11363  |||  CD
个  |||  S: 11363 E: 11364  |||  M
感应  |||  S: 11364 E: 11366  |||  JJ
线圈  |||  S: 11366 E: 11368  |||  NN
这样  |||  S: 11368 E: 11370  |||  VA
的  |||  S: 11370 E: 11371  |||  DEC
加热  |||  S: 11371 E: 11373  |||  NN
装置  |||  S: 11373 E: 11375  |||  NN
30  |||  S: 11375 E: 11377  |||  CD
来  |||  S: 11377 E: 11378  |||  MSP
直接  |||  S: 11378 E: 11380  |||  AD
加热  |||  S: 11380 E: 11382  |||  VV
制品  |||  S: 11382 E: 11384  |||  NN
。  |||  S: 11384 E: 11385  |||  PU
通过  |||  S: 11385 E: 11387  |||  P
提高  |||  S: 11387 E: 11389  |||  VV
金属化  |||  S: 11389 E: 11392  |||  NN
的  |||  S: 11392 E: 11393  |||  DEC
介质  |||  S: 11393 E: 11395  |||  NN
的  |||  S: 11395 E: 11396  |||  DEG
温度  |||  S: 11396 E: 11398  |||  NN
，  |||  S: 11398 E: 11399  |||  PU
将  |||  S: 11399 E: 11400  |||  BA
热量  |||  S: 11400 E: 11402  |||  NN
传给  |||  S: 11402 E: 11404  |||  VV
靠近  |||  S: 11404 E: 11406  |||  VV
该  |||  S: 11406 E: 11407  |||  DT
介质  |||  S: 11407 E: 11409  |||  NN
的  |||  S: 11409 E: 11410  |||  DEG
制品  |||  S: 11410 E: 11412  |||  NN
。  |||  S: 11412 E: 11413  |||  PU
由于  |||  S: 11413 E: 11415  |||  P
金属  |||  S: 11415 E: 11417  |||  NN
掺入  |||  S: 11417 E: 11419  |||  VV
介质  |||  S: 11419 E: 11421  |||  NN
，  |||  S: 11421 E: 11422  |||  PU
十分  |||  S: 11422 E: 11424  |||  AD
有利  |||  S: 11424 E: 11426  |||  VA
地  |||  S: 11426 E: 11427  |||  DEV
提高  |||  S: 11427 E: 11429  |||  VV
了  |||  S: 11429 E: 11430  |||  AS
传热  |||  S: 11430 E: 11432  |||  NN
。  |||  S: 11432 E: 11433  |||  PU
不  |||  S: 11433 E: 11434  |||  AD
需要  |||  S: 11434 E: 11436  |||  VV
所有  |||  S: 11436 E: 11438  |||  DT
金属  |||  S: 11438 E: 11440  |||  NN
全部  |||  S: 11440 E: 11442  |||  NN
熔  |||  S: 11442 E: 11443  |||  NN
融  |||  S: 11443 E: 11444  |||  VV
，  |||  S: 11444 E: 11445  |||  PU
但  |||  S: 11445 E: 11446  |||  AD
最  |||  S: 11446 E: 11447  |||  AD
好  |||  S: 11447 E: 11448  |||  VA
十  |||  S: 11448 E: 11449  |||  CD
分  |||  S: 11449 E: 11450  |||  M
接近  |||  S: 11450 E: 11452  |||  VV
制品  |||  S: 11452 E: 11454  |||  NN
前  |||  S: 11454 E: 11455  |||  LC
体处  |||  S: 11455 E: 11457  |||  NN
的  |||  S: 11457 E: 11458  |||  DEC
金属  |||  S: 11458 E: 11460  |||  NN
能  |||  S: 11460 E: 11461  |||  VV
熔融  |||  S: 11461 E: 11463  |||  VV
，  |||  S: 11463 E: 11464  |||  PU
这  |||  S: 11464 E: 11465  |||  DT
一  |||  S: 11465 E: 11466  |||  CD
方面  |||  S: 11466 E: 11468  |||  NN
促进  |||  S: 11468 E: 11470  |||  VV
传热  |||  S: 11470 E: 11472  |||  NN
，  |||  S: 11472 E: 11473  |||  PU
另  |||  S: 11473 E: 11474  |||  DT
一  |||  S: 11474 E: 11475  |||  CD
方面  |||  S: 11475 E: 11477  |||  NN
又  |||  S: 11477 E: 11478  |||  AD
不  |||  S: 11478 E: 11479  |||  AD
使  |||  S: 11479 E: 11480  |||  VV
介质  |||  S: 11480 E: 11482  |||  NN
增加  |||  S: 11482 E: 11484  |||  VV
刚性  |||  S: 11484 E: 11486  |||  JJ
或  |||  S: 11486 E: 11487  |||  CC
结构性  |||  S: 11487 E: 11490  |||  NN
。  |||  S: 11490 E: 11491  |||  PU
所  |||  S: 11491 E: 11492  |||  MSP
谓  |||  S: 11492 E: 11493  |||  VV
“  |||  S: 11493 E: 11494  |||  PU
十分  |||  S: 11494 E: 11496  |||  AD
接近  |||  S: 11496 E: 11498  |||  VV
”  |||  S: 11498 E: 11499  |||  PU
是  |||  S: 11499 E: 11500  |||  VC
指  |||  S: 11500 E: 11501  |||  VV
在  |||  S: 11501 E: 11502  |||  P
2.5  |||  S: 11502 E: 11505  |||  CD
cm  |||  S: 11505 E: 11507  |||  NN
或  |||  S: 11507 E: 11508  |||  CC
5cm  |||  S: 11508 E: 11511  |||  NN
之内  |||  S: 11511 E: 11513  |||  LC
。  |||  S: 11513 E: 11514  |||  PU
当  |||  S: 11514 E: 11515  |||  P
有  |||  S: 11515 E: 11516  |||  VE
一  |||  S: 11516 E: 11517  |||  CD
个  |||  S: 11517 E: 11518  |||  M
加热  |||  S: 11518 E: 11520  |||  NN
元件  |||  S: 11520 E: 11522  |||  NN
15  |||  S: 11522 E: 11524  |||  CD
包含  |||  S: 11524 E: 11526  |||  VV
在  |||  S: 11526 E: 11527  |||  P
十分  |||  S: 11527 E: 11529  |||  NT
接近  |||  S: 11529 E: 11531  |||  VV
制品  |||  S: 11531 E: 11533  |||  NN
之  |||  S: 11533 E: 11534  |||  DEC
处  |||  S: 11534 E: 11535  |||  NN
，  |||  S: 11535 E: 11536  |||  PU
并  |||  S: 11536 E: 11537  |||  CC
设计  |||  S: 11537 E: 11539  |||  VV
用来  |||  S: 11539 E: 11541  |||  VV
向  |||  S: 11541 E: 11542  |||  P
待  |||  S: 11542 E: 11543  |||  VV
模塑  |||  S: 11543 E: 11545  |||  NN
的  |||  S: 11545 E: 11546  |||  DEG
制品  |||  S: 11546 E: 11548  |||  NN
提供  |||  S: 11548 E: 11550  |||  VV
热量  |||  S: 11550 E: 11552  |||  NN
，  |||  S: 11552 E: 11553  |||  PU
就  |||  S: 11553 E: 11554  |||  AD
可  |||  S: 11554 E: 11555  |||  VV
产生  |||  S: 11555 E: 11557  |||  VV
上述  |||  S: 11557 E: 11559  |||  JJ
的  |||  S: 11559 E: 11560  |||  DEG
情况  |||  S: 11560 E: 11562  |||  NN
。  |||  S: 11562 E: 11563  |||  PU
因此  |||  S: 11563 E: 11565  |||  AD
，  |||  S: 11565 E: 11566  |||  PU
在  |||  S: 11566 E: 11567  |||  P
十分  |||  S: 11567 E: 11569  |||  NT
接近  |||  S: 11569 E: 11571  |||  VV
制品  |||  S: 11571 E: 11573  |||  NN
之  |||  S: 11573 E: 11574  |||  DEG
处  |||  S: 11574 E: 11575  |||  NN
的  |||  S: 11575 E: 11576  |||  DEG
介质  |||  S: 11576 E: 11578  |||  NN
（  |||  S: 11578 E: 11579  |||  PU
例如  |||  S: 11579 E: 11581  |||  AD
在  |||  S: 11581 E: 11582  |||  P
2  |||  S: 11582 E: 11583  |||  CD
.  |||  S: 11583 E: 11584  |||  PU
5  |||  S: 11584 E: 11585  |||  CD
cm  |||  S: 11585 E: 11587  |||  M
或  |||  S: 11587 E: 11588  |||  CC
5  |||  S: 11588 E: 11589  |||  CD
cm  |||  S: 11589 E: 11591  |||  M
范围  |||  S: 11591 E: 11593  |||  NN
内  |||  S: 11593 E: 11594  |||  LC
）  |||  S: 11594 E: 11595  |||  PU
将  |||  S: 11595 E: 11596  |||  BA
被  |||  S: 11596 E: 11597  |||  SB
加热  |||  S: 11597 E: 11599  |||  VV
，  |||  S: 11599 E: 11600  |||  PU
而  |||  S: 11600 E: 11601  |||  CC
金属  |||  S: 11601 E: 11603  |||  NN
被  |||  S: 11603 E: 11604  |||  SB
熔化  |||  S: 11604 E: 11606  |||  VV
，  |||  S: 11606 E: 11607  |||  PU
但  |||  S: 11607 E: 11608  |||  AD
远离  |||  S: 11608 E: 11610  |||  VA
之  |||  S: 11610 E: 11611  |||  DEC
处  |||  S: 11611 E: 11612  |||  NN
的  |||  S: 11612 E: 11613  |||  DEG
金属  |||  S: 11613 E: 11615  |||  NN
也  |||  S: 11615 E: 11616  |||  AD
许就  |||  S: 11616 E: 11618  |||  VV
不  |||  S: 11618 E: 11619  |||  AD
被  |||  S: 11619 E: 11620  |||  VV
熔化  |||  S: 11620 E: 11622  |||  VV
。  |||  S: 11622 E: 11623  |||  PU
本  |||  S: 11623 E: 11624  |||  DT
发明  |||  S: 11624 E: 11626  |||  NN
特定  |||  S: 11626 E: 11628  |||  JJ
的  |||  S: 11628 E: 11629  |||  DEG
金属  |||  S: 11629 E: 11631  |||  NN
不  |||  S: 11631 E: 11632  |||  AD
会  |||  S: 11632 E: 11633  |||  VV
损伤  |||  S: 11633 E: 11635  |||  VV
聚合物  |||  S: 11635 E: 11638  |||  NN
可  |||  S: 11638 E: 11639  |||  VV
流动  |||  S: 11639 E: 11641  |||  VV
的  |||  S: 11641 E: 11642  |||  DEC
特性  |||  S: 11642 E: 11644  |||  NN
，  |||  S: 11644 E: 11645  |||  PU
因为  |||  S: 11645 E: 11647  |||  P
它们  |||  S: 11647 E: 11649  |||  PN
在  |||  S: 11649 E: 11650  |||  P
选用  |||  S: 11650 E: 11652  |||  VV
的  |||  S: 11652 E: 11653  |||  DEC
模  |||  S: 11653 E: 11654  |||  NN
塑温  |||  S: 11654 E: 11656  |||  NN
度时  |||  S: 11656 E: 11658  |||  NN
即  |||  S: 11658 E: 11659  |||  AD
被  |||  S: 11659 E: 11660  |||  SB
熔化  |||  S: 11660 E: 11662  |||  VV
了  |||  S: 11662 E: 11663  |||  AS
。  |||  S: 11663 E: 11664  |||  PU
最  |||  S: 11664 E: 11665  |||  AD
好  |||  S: 11665 E: 11666  |||  VA
第二  |||  S: 11666 E: 11668  |||  OD
个  |||  S: 11668 E: 11669  |||  M
传热盘管  |||  S: 11669 E: 11673  |||  NN
18  |||  S: 11673 E: 11675  |||  CD
（  |||  S: 11675 E: 11676  |||  PU
例如  |||  S: 11676 E: 11678  |||  AD
蒸汽管线  |||  S: 11678 E: 11682  |||  NN
）  |||  S: 11682 E: 11683  |||  PU
被  |||  S: 11683 E: 11684  |||  AD
用来  |||  S: 11684 E: 11686  |||  VV
通过  |||  S: 11686 E: 11688  |||  P
压力  |||  S: 11688 E: 11690  |||  NN
介质  |||  S: 11690 E: 11692  |||  NN
大量  |||  S: 11692 E: 11694  |||  CD
热  |||  S: 11694 E: 11695  |||  BA
膨胀  |||  S: 11695 E: 11697  |||  NN
从而  |||  S: 11697 E: 11699  |||  AD
换变  |||  S: 11699 E: 11701  |||  VV
压力  |||  S: 11701 E: 11703  |||  NN
。  |||  S: 11703 E: 11704  |||  PU
一般  |||  S: 11704 E: 11706  |||  AD
使  |||  S: 11706 E: 11707  |||  VV
压力  |||  S: 11707 E: 11709  |||  NN
介质  |||  S: 11709 E: 11711  |||  NN
膨胀  |||  S: 11711 E: 11713  |||  NN
的  |||  S: 11713 E: 11714  |||  DEG
温度  |||  S: 11714 E: 11716  |||  NN
要  |||  S: 11716 E: 11717  |||  VV
比  |||  S: 11717 E: 11718  |||  P
用来  |||  S: 11718 E: 11720  |||  VV
固化  |||  S: 11720 E: 11722  |||  VV
制品  |||  S: 11722 E: 11724  |||  NN
前  |||  S: 11724 E: 11725  |||  JJ
体  |||  S: 11725 E: 11726  |||  NN
的  |||  S: 11726 E: 11727  |||  DEG
温度  |||  S: 11727 E: 11729  |||  NN
低  |||  S: 11729 E: 11730  |||  VA
得  |||  S: 11730 E: 11731  |||  DER
多  |||  S: 11731 E: 11732  |||  VA
。  |||  S: 11732 E: 11733  |||  PU
所以  |||  S: 11733 E: 11735  |||  AD
，  |||  S: 11735 E: 11736  |||  PU
盘  |||  S: 11736 E: 11737  |||  NT
管  |||  S: 11737 E: 11738  |||  VV
18  |||  S: 11738 E: 11740  |||  CD
既  |||  S: 11740 E: 11741  |||  CC
可  |||  S: 11741 E: 11742  |||  VV
用来  |||  S: 11742 E: 11744  |||  VV
加热  |||  S: 11744 E: 11746  |||  VV
介质  |||  S: 11746 E: 11748  |||  NN
又  |||  S: 11748 E: 11749  |||  AD
可  |||  S: 11749 E: 11750  |||  VV
冷却  |||  S: 11750 E: 11752  |||  VV
介质  |||  S: 11752 E: 11754  |||  NN
，  |||  S: 11754 E: 11755  |||  PU
这  |||  S: 11755 E: 11756  |||  PN
取决于  |||  S: 11756 E: 11759  |||  VV
究竟  |||  S: 11759 E: 11761  |||  AD
是  |||  S: 11761 E: 11762  |||  VC
热流体  |||  S: 11762 E: 11765  |||  NN
还  |||  S: 11765 E: 11766  |||  AD
是  |||  S: 11766 E: 11767  |||  VC
冷  |||  S: 11767 E: 11768  |||  JJ
流体  |||  S: 11768 E: 11770  |||  NN
流经  |||  S: 11770 E: 11772  |||  VV
此  |||  S: 11772 E: 11773  |||  DT
管道  |||  S: 11773 E: 11775  |||  NN
。  |||  S: 11775 E: 11776  |||  PU
调节  |||  S: 11776 E: 11778  |||  VV
这  |||  S: 11778 E: 11779  |||  DT
种  |||  S: 11779 E: 11780  |||  M
压力  |||  S: 11780 E: 11782  |||  NN
变化  |||  S: 11782 E: 11784  |||  NN
，  |||  S: 11784 E: 11785  |||  PU
可以  |||  S: 11785 E: 11787  |||  VV
通过  |||  S: 11787 E: 11789  |||  P
一  |||  S: 11789 E: 11790  |||  CD
个  |||  S: 11790 E: 11791  |||  M
放空阀  |||  S: 11791 E: 11794  |||  NN
21  |||  S: 11794 E: 11796  |||  CD
，  |||  S: 11796 E: 11797  |||  PU
活塞  |||  S: 11797 E: 11799  |||  NN
9  |||  S: 11799 E: 11800  |||  CD
和  |||  S: 11800 E: 11801  |||  CC
/  |||  S: 11801 E: 11802  |||  PU
或  |||  S: 11802 E: 11803  |||  CC
流体  |||  S: 11803 E: 11805  |||  NN
加热  |||  S: 11805 E: 11807  |||  NN
/  |||  S: 11807 E: 11808  |||  PU
冷却  |||  S: 11808 E: 11810  |||  NN
装置  |||  S: 11810 E: 11812  |||  NN
18  |||  S: 11812 E: 11814  |||  CD
来  |||  S: 11814 E: 11815  |||  MSP
实现  |||  S: 11815 E: 11817  |||  VV
。  |||  S: 11817 E: 11818  |||  PU
实施例  |||  S: 11818 E: 11821  |||  NN
一  |||  S: 11821 E: 11822  |||  CD
种  |||  S: 11822 E: 11823  |||  M
含  |||  S: 11823 E: 11824  |||  VV
45%  |||  S: 11824 E: 11827  |||  CD
（  |||  S: 11827 E: 11828  |||  PU
重量  |||  S: 11828 E: 11830  |||  NN
）  |||  S: 11830 E: 11831  |||  PU
由  |||  S: 11831 E: 11832  |||  P
阿科  |||  S: 11832 E: 11834  |||  NN
勒  |||  S: 11834 E: 11835  |||  NN
克斯  |||  S: 11835 E: 11837  |||  P
公司  |||  S: 11837 E: 11839  |||  NN
（  |||  S: 11839 E: 11840  |||  PU
加利  |||  S: 11840 E: 11842  |||  VV
福尼亚  |||  S: 11842 E: 11845  |||  NN
州  |||  S: 11845 E: 11846  |||  NN
，  |||  S: 11846 E: 11847  |||  PU
芒延维尤  |||  S: 11847 E: 11851  |||  NN
）  |||  S: 11851 E: 11852  |||  PU
生产  |||  S: 11852 E: 11854  |||  VV
的  |||  S: 11854 E: 11855  |||  DEC
聚苯  |||  S: 11855 E: 11857  |||  NN
并  |||  S: 11857 E: 11858  |||  CC
咪  |||  S: 11858 E: 11859  |||  NN
唑  |||  S: 11859 E: 11860  |||  NN
树脂  |||  S: 11860 E: 11862  |||  NN
（  |||  S: 11862 E: 11863  |||  PU
PBI  |||  S: 11863 E: 11866  |||  NN
）  |||  S: 11866 E: 11867  |||  PU
，  |||  S: 11867 E: 11868  |||  PU
和  |||  S: 11868 E: 11869  |||  CC
55%  |||  S: 11869 E: 11872  |||  CD
（  |||  S: 11872 E: 11873  |||  PU
重量  |||  S: 11873 E: 11875  |||  NN
）  |||  S: 11875 E: 11876  |||  PU
由  |||  S: 11876 E: 11877  |||  P
联合碳化物  |||  S: 11877 E: 11882  |||  NN
公司  |||  S: 11882 E: 11884  |||  NN
（  |||  S: 11884 E: 11885  |||  PU
涅  |||  S: 11885 E: 11886  |||  CD
狄格  |||  S: 11886 E: 11888  |||  NN
州  |||  S: 11888 E: 11889  |||  NN
，  |||  S: 11889 E: 11890  |||  PU
丹  |||  S: 11890 E: 11891  |||  NN
伯  |||  S: 11891 E: 11892  |||  NN
里  |||  S: 11892 E: 11893  |||  LC
）  |||  S: 11893 E: 11894  |||  PU
生产  |||  S: 11894 E: 11896  |||  VV
的  |||  S: 11896 E: 11897  |||  DEC
ThornelT  |||  S: 11897 E: 11905  |||  NN
-  |||  S: 11905 E: 11906  |||  PU
300  |||  S: 11906 E: 11909  |||  CD
的  |||  S: 11909 E: 11910  |||  DEG
碳纤维  |||  S: 11910 E: 11913  |||  NN
，  |||  S: 11913 E: 11914  |||  PU
所  |||  S: 11914 E: 11915  |||  MSP
组成  |||  S: 11915 E: 11917  |||  VV
的  |||  S: 11917 E: 11918  |||  DEC
预  |||  S: 11918 E: 11919  |||  NN
浸料坯  |||  S: 11919 E: 11922  |||  NN
被  |||  S: 11922 E: 11923  |||  SB
铺叠  |||  S: 11923 E: 11925  |||  VV
在  |||  S: 11925 E: 11926  |||  P
一  |||  S: 11926 E: 11927  |||  CD
个  |||  S: 11927 E: 11928  |||  M
合适  |||  S: 11928 E: 11930  |||  VA
的  |||  S: 11930 E: 11931  |||  DEC
芯模  |||  S: 11931 E: 11933  |||  NN
（  |||  S: 11933 E: 11934  |||  PU
阴模  |||  S: 11934 E: 11936  |||  NN
）  |||  S: 11936 E: 11937  |||  PU
上  |||  S: 11937 E: 11938  |||  LC
，  |||  S: 11938 E: 11939  |||  PU
并  |||  S: 11939 E: 11940  |||  CC
